image,kernel,alpha,ssim,psnr,metric,fitness,noisy,enhanced,initial_ssim,initial_psnr,improvement_ssim,improvement_psnr,processing_time,generations_converged
17067,5,0.44267743517381686,0.6839144568290221,25.0622429063991,combined,0.6291135772187101,results/17067_noisy.png,results/17067_enhanced.png,0.492687800636785,20.73434788106169,0.19122665619223705,4.327895025337408,1.483773946762085,5
175083,5,0.85,0.7005080067866549,25.19124473857659,combined,0.641503073182118,results/175083_noisy.png,results/175083_enhanced.png,0.5055917612030538,20.268363286920426,0.1949162455836011,4.922881451656163,1.5152578353881836,5
176051,5,0.8229816318381887,0.6578972567631227,27.36495263680795,combined,0.6247177955550336,results/176051_noisy.png,results/176051_enhanced.png,0.28756546913999637,20.35065607526732,0.37033178762312635,7.014296561540629,1.5557308197021484,5
179084,5,0.7525792502735128,0.661285840498969,28.23377340932327,combined,0.6323027288052179,results/179084_noisy.png,results/179084_enhanced.png,0.266543484446984,20.66560356244239,0.394742356051985,7.568169846880881,1.0844638347625732,5
181021,5,0.85,0.7078808176467413,25.557412692339714,combined,0.6488610485067572,results/181021_noisy.png,results/181021_enhanced.png,0.411173955984927,21.58005560302321,0.29670686166181426,3.9773570893165022,1.2626993656158447,5
183066,3,0.7020029523607144,0.6334538914874094,25.14162157464313,combined,0.5942674534890453,results/183066_noisy.png,results/183066_enhanced.png,0.39962078596779993,20.564231548974227,0.23383310551960945,4.577390025668901,1.1899867057800293,5
185092,5,0.85,0.645096012386697,28.269174523753794,combined,0.6211822558132106,results/185092_noisy.png,results/185092_enhanced.png,0.25221526130177546,20.4697454168884,0.39288075108492154,7.799429106865393,1.5368189811706543,5
187058,3,0.4764278428159139,0.75540797507475,23.69533285363088,combined,0.6709575796741103,results/187058_noisy.png,results/187058_enhanced.png,0.6378027433656555,20.437771394222466,0.11760523170909454,3.2575614594084144,1.67869234085083,5
187099,5,0.38962921333142486,0.7503351317572116,23.297377236945806,combined,0.6650188556517229,results/187099_noisy.png,results/187099_enhanced.png,0.660110070119556,20.480172967736223,0.09022506163765553,2.817204269209583,1.6360619068145752,5
188025,5,0.7223990768525919,0.647334670348931,25.198744262316495,combined,0.6043267348181507,results/188025_noisy.png,results/188025_enhanced.png,0.39792349750290273,20.255839733974817,0.24941117284602826,4.942904528341678,1.4176828861236572,5
189006,7,0.7704112873099744,0.7184591506555327,28.633583846616162,combined,0.6747229085385699,results/189006_noisy.png,results/189006_enhanced.png,0.2875939142321797,20.53383464905958,0.43086523642335295,8.099749197556584,1.2362697124481201,5
189013,7,0.1,0.44452955866147853,24.191918825914676,combined,0.456322204018523,results/189013_noisy.png,results/189013_enhanced.png,0.28684747807988337,20.22346115325755,0.15768208058159516,3.9684576726571272,1.5121667385101318,5
189029,7,0.8331434861601427,0.7152450664469268,26.025280835844583,combined,0.6568232315279162,results/189029_noisy.png,results/189029_enhanced.png,0.37158419706923407,21.457225868121157,0.3436608693776927,4.568054967723427,1.4743742942810059,5
189096,5,0.8321601827012102,0.7463004273909782,26.011304401504496,combined,0.6784781255827117,results/189096_noisy.png,results/189096_enhanced.png,0.47354452742896663,20.72965439666639,0.2727558999620116,5.281650004838106,1.014617919921875,5
196027,7,0.7469454987785245,0.629695014264019,29.155086027781284,combined,0.6157170261515009,results/196027_noisy.png,results/196027_enhanced.png,0.19647066766205273,20.191640031602603,0.43322434660196624,8.963445996178681,1.5562770366668701,5
196040,3,0.7789195192832508,0.7254312375171497,25.055281266171498,combined,0.6581335538590337,results/196040_noisy.png,results/196040_enhanced.png,0.5203813040086391,20.287831861002374,0.20504993350851053,4.767449405169124,1.602431297302246,5
196062,5,0.8302922491289548,0.6799450355381069,27.227853185032863,combined,0.639328643986872,results/196062_noisy.png,results/196062_enhanced.png,0.36736914884520966,20.304351430521915,0.31257588669289726,6.923501754510948,1.3541173934936523,5
196088,5,0.32031059465763767,0.7751559733376431,23.45276445356199,combined,0.683325768057722,results/196088_noisy.png,results/196088_enhanced.png,0.662502436809443,20.547848434596816,0.1126535365282001,2.9049160189651744,0.9802091121673584,5
198087,7,0.800623832989311,0.6861077498690763,25.755053513191463,combined,0.6348057459875022,results/198087_noisy.png,results/198087_enhanced.png,0.3285290752505102,20.474535316705538,0.3575786746185661,5.280518196485925,1.00128173828125,5
20069,5,0.85,0.7017153486552826,27.97989438491539,combined,0.6590801103681901,results/20069_noisy.png,results/20069_enhanced.png,0.3085211812794151,20.407837132266145,0.39319416737586754,7.572057252649245,0.9306864738464355,5
201080,7,0.7715451866422831,0.6313153035672664,25.55875724276648,combined,0.5952732559536853,results/201080_noisy.png,results/201080_enhanced.png,0.31197884991666597,20.25542957253817,0.3193364536506004,5.30332767022831,0.990166425704956,5
2018,5,0.7221076932493848,0.6666026825609295,23.882126931419766,combined,0.6099146393811692,results/2018_noisy.png,results/2018_enhanced.png,0.42094585986564104,21.034391960409874,0.24565682269528843,2.847734971009892,1.037410020828247,5
202000,7,0.45090592449914724,0.587285427628282,24.95986552076099,combined,0.5608589924643632,results/202000_noisy.png,results/202000_enhanced.png,0.3430137849662192,20.235243661655396,0.24427164266206275,4.724621859105593,1.1921985149383545,5
206062,7,0.753674412701293,0.6505742747901758,26.610405819565948,combined,0.6150644272705188,results/206062_noisy.png,results/206062_enhanced.png,0.335671409923714,20.31260120682756,0.3149028648664618,6.297804612738389,0.9482924938201904,5
206097,5,0.5280499894249278,0.6548265210120267,26.297983901662597,combined,0.6161664681183943,results/206097_noisy.png,results/206097_enhanced.png,0.4275841423129066,20.52117980674431,0.22724237869912006,5.776804094918287,1.113311529159546,5
207038,3,0.7536322930726385,0.6869182653749732,24.706421078080204,combined,0.6290813122309624,results/207038_noisy.png,results/207038_enhanced.png,0.5166885130826613,20.348529473548098,0.17022975229231196,4.3578916045321066,1.0991883277893066,5
207049,3,0.5811375357583546,0.6805231994199642,23.22292115567332,combined,0.6157037665280147,results/207049_noisy.png,results/207049_enhanced.png,0.619146491863439,20.35297749124165,0.061376707556525245,2.86994366443167,1.0891003608703613,5
208078,3,0.7897483246333643,0.7591949354451254,25.571293989628096,combined,0.6848642187493563,results/208078_noisy.png,results/208078_enhanced.png,0.5205446527076898,20.35247656268912,0.2386502827374356,5.218817426938976,1.0705881118774414,5
209021,3,0.7330208633033928,0.6833878123512144,27.334378078096965,combined,0.6423777371144318,results/209021_noisy.png,results/209021_enhanced.png,0.35001206930228773,20.183190152409427,0.33337574304892664,7.1511879256875375,1.2258892059326172,5
217013,7,0.32406784091895097,0.5831690503647176,27.06509425823926,combined,0.5706089008047378,results/217013_noisy.png,results/217013_enhanced.png,0.2923891578856998,21.485818237308273,0.29077989247901775,5.579276020930987,1.1800227165222168,5
217090,3,0.48749114771770885,0.7207893553961042,24.53187312682164,combined,0.6517437875382028,results/217090_noisy.png,results/217090_enhanced.png,0.5663356967728678,20.411851977330517,0.15445365862323646,4.120021149491123,1.1387553215026855,5
220003,3,0.4780548436990808,0.6631326590121431,24.276784836710075,combined,0.6098535703287606,results/220003_noisy.png,results/220003_enhanced.png,0.5124251733521863,20.33583832564142,0.15070748565995684,3.940946511068656,1.1686673164367676,5
223004,7,0.5137195623415087,0.6463367959019094,26.204496482863405,combined,0.609662736028517,results/223004_noisy.png,results/223004_enhanced.png,0.35322429235957176,20.44888693969942,0.29311250354233764,5.755609543163985,1.3131277561187744,5
223060,5,0.45389920678460494,0.6713211999711172,24.76768341999103,combined,0.6185309404997281,results/223060_noisy.png,results/223060_enhanced.png,0.4822478738989449,20.447898500336855,0.18907332607217225,4.319784919654175,1.3008875846862793,5
225022,7,0.614738679100002,0.6172886372290598,25.175870187066437,combined,0.5831572671827405,results/225022_noisy.png,results/225022_enhanced.png,0.3206569092915785,20.289521696944917,0.2966317279374813,4.88634849012152,1.2801363468170166,5
226022,5,0.4771594573849167,0.6163162065523418,26.28650430904586,combined,0.5891403704409144,results/226022_noisy.png,results/226022_enhanced.png,0.3476324418434346,20.203821241526143,0.26868376470890715,6.082683067519717,1.2159783840179443,5
226033,3,0.8076553542662407,0.7875618822434403,26.33070883834613,combined,0.7092775706004849,results/226033_noisy.png,results/226033_enhanced.png,0.5398346269886706,20.268897174387007,0.24772725525476968,6.061811663959123,1.1705293655395508,5
226043,7,0.3740547108268853,0.7096277764003436,26.060310232189504,combined,0.6531013048733775,results/226043_noisy.png,results/226043_enhanced.png,0.44662395020972245,20.393435683750862,0.2630038261906211,5.666874548438642,1.353403091430664,5
226060,7,0.5176382412818334,0.6687422225224594,27.205678564948887,combined,0.6313536271554149,results/226060_noisy.png,results/226060_enhanced.png,0.32816730248679726,20.280908660004272,0.34057492003566214,6.924769904944615,1.260145664215088,5
228076,7,0.85,0.6470692046108653,24.64359760101173,combined,0.600810028833676,results/228076_noisy.png,results/228076_enhanced.png,0.34432966566015133,20.66697397796632,0.3027395389507139,3.976623623045409,1.1975517272949219,5
230063,5,0.85,0.6729272273256588,26.626706462975275,combined,0.6308092979058127,results/230063_noisy.png,results/230063_enhanced.png,0.3525592244048226,20.204125043627688,0.32036800292083617,6.422581419347587,1.168138027191162,5
230098,7,0.7198492498890758,0.6988222905913068,25.53787540306037,combined,0.642402855832277,results/230098_noisy.png,results/230098_enhanced.png,0.41184437356589937,20.30092196600736,0.2869779170254075,5.23695343705301,1.263789415359497,5
23050,3,0.7047323893981502,0.6747915906146786,26.185907055619925,combined,0.6294695557639945,results/23050_noisy.png,results/23050_enhanced.png,0.44694967339712827,20.66598294901312,0.22784191721755037,5.519924106606805,1.3042786121368408,5
232076,7,0.49445057152926314,0.6316460593425723,24.564095450629292,combined,0.5895368142435764,results/232076_noisy.png,results/232076_enhanced.png,0.40749562308285414,20.634291173971356,0.2241504362597182,3.9298042766579364,1.26603102684021,5
235098,7,0.85,0.6577830307253807,23.08855828642916,combined,0.5989794712263414,results/235098_noisy.png,results/235098_enhanced.png,0.40450754188223326,20.289527707985556,0.25327548884314743,2.7990305784436025,1.3161616325378418,5
238025,5,0.5139777974924598,0.6116297849502427,26.299009871312727,combined,0.5859349086930462,results/238025_noisy.png,results/238025_enhanced.png,0.36905298020685884,20.224370059103485,0.24257680474338383,6.0746398122092415,1.4463324546813965,5
243095,7,0.8199566734023274,0.7239017257949546,26.852512279179294,combined,0.6678462817315439,results/243095_noisy.png,results/243095_enhanced.png,0.3229698647878255,20.899709410831218,0.4009318610071291,5.952802868348076,1.1283366680145264,5
246009,7,0.7509027145929551,0.681011365853367,25.370392918487568,combined,0.6289303136082822,results/246009_noisy.png,results/246009_enhanced.png,0.35910935049749215,20.250967510417386,0.3219020153558748,5.119425408070182,1.1983497142791748,5
247003,7,0.3597746377215103,0.6224108715380215,25.567705427918494,combined,0.589093842644126,results/247003_noisy.png,results/247003_enhanced.png,0.39833728562519566,20.286230884320883,0.2240735859128259,5.281474543597611,1.2058873176574707,5
247012,5,0.5290293037710538,0.6579055741251573,25.713836133957958,combined,0.6148169186913578,results/247012_noisy.png,results/247012_enhanced.png,0.4206002719353202,20.247503359396603,0.2373053021898371,5.466332774561355,1.191307783126831,5
249021,7,0.5928315816048404,0.6281012763531957,26.57160918161692,combined,0.5991005485369385,results/249021_noisy.png,results/249021_enhanced.png,0.3486969455516606,20.240861097583558,0.2794043308015351,6.330748084033363,1.2501745223999023,5
250047,7,0.4751863200635845,0.7064108723847669,24.817697017747548,combined,0.6433937927758221,results/250047_noisy.png,results/250047_enhanced.png,0.5078992280285537,20.72255901600456,0.19851164435621316,4.095138001742988,1.1760849952697754,5
250087,5,0.774103668962867,0.7131068490198216,27.532546939737532,combined,0.6643700759523002,results/250087_noisy.png,results/250087_enhanced.png,0.34644160892809295,20.720225890016458,0.36666524009172863,6.812321049721074,1.1508667469024658,5
253016,5,0.5534570998521674,0.7163417270830965,25.486691275120535,combined,0.6543593566088907,results/253016_noisy.png,results/253016_enhanced.png,0.49889604596755927,20.46560636835688,0.21744568111553725,5.0210849067636545,1.1915395259857178,5
253092,7,0.85,0.751877706504014,27.5078779870614,combined,0.691361662475178,results/253092_noisy.png,results/253092_enhanced.png,0.38125687431790645,20.366264182197853,0.37062083218610753,7.141613804863546,1.2608611583709717,5
257098,7,0.4407909197829707,0.5764907573618965,27.03073764920606,combined,0.5657279560485639,results/257098_noisy.png,results/257098_enhanced.png,0.2912140375650687,20.363467418681864,0.2852767197968278,6.6672702305241955,1.2733206748962402,5
258089,7,0.4827549158937008,0.7264863413481325,24.979303247907826,combined,0.6584162584311397,results/258089_noisy.png,results/258089_enhanced.png,0.5142569080793895,20.65649256500555,0.212229433268743,4.322810682902276,1.207381248474121,5
259060,3,0.7690994148370696,0.6858005054519335,24.56743797578072,combined,0.6274649816710377,results/259060_noisy.png,results/259060_enhanced.png,0.5392079192200956,20.67209561918983,0.1465925862318379,3.8953423565908913,1.141920804977417,5
267036,7,0.7122351557934321,0.6174826168141175,23.317789786592265,combined,0.5721445704894358,results/267036_noisy.png,results/267036_enhanced.png,0.4083529878522264,20.39264889450427,0.20912962896189113,2.9251408920879953,1.218775987625122,5
268048,5,0.3612763466232779,0.7258718314914812,24.96119935598532,combined,0.6578774781799487,results/268048_noisy.png,results/268048_enhanced.png,0.5408094079503352,20.561983748217525,0.185062423541146,4.399215607767793,1.1298587322235107,5
268074,5,0.309937000823718,0.696780014159227,24.40914012194259,combined,0.6342008506431144,results/268074_noisy.png,results/268074_enhanced.png,0.5412216437253135,20.522319078291602,0.15555837043391352,3.8868210436509862,1.2349412441253662,5
277053,3,0.7554160693556158,0.7318210471871619,24.87104989214492,combined,0.6615010323838828,results/277053_noisy.png,results/277053_enhanced.png,0.5623625785501826,20.352190772640057,0.16945846863697933,4.518859119504864,1.1344969272613525,5
